,nama,harga,deskripsi,detail,link gambar,link
118,Jack Ma  Super Trik Sukses Dan Kaya Raya,"Rp.40,000 ","
          Jack Ma bukanlah ahli waris pengusaha tajir. Ia sukses di dunia star-up dengan mengawali segalanya dari nol. Sederet penolakan pun pernah diterimanya. Namun, dari semua ujian tersebut ternyata ia dapat membuktikan bahwa ketiadaan tidak menjadi penghalang bagi seseorang untuk terus maju. Buku ini memberikan wawasan baru mengenai taipan China bernama Jack Ma, kita pun akan diajak untuk mengenal rahasia dalam mencapai kesuksesan di bidang start-up.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '146 Halaman', 'Dimensi': '14 x 20.5 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Scritto Books', 'Berat': '250 gram', 'Product Tags': ' \nScritto Books\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide19-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/jack-ma-super-trik-sukses-dan-kaya-raya.html
119,Belajar Cara Berpikir & Bekerja Para Miliader Dunia,"Rp.43,600 ","
          Buku ini menyajikan bagaimana para miliader dunia, yang bukan tokoh super sebagaimana dalam dongeng, berjuang dalam meraih kesuksesan. Mereka juga pernah dan bahkan berkali-kali bertemu dengan kegagagalan. Tetapi, mereka adalah orang yang meyakini bahwa Tuhan menyayangi orang-orang yang tidak pernah putus asa.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '224 Halaman', 'Dimensi': '14 x 20.5 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Araska Publisher', 'Berat': '300 gram', 'Product Tags': ' \nAraska Publisher\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide20-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/belajar-cara-berpikir-dan-bekerja-para-miliader-dunia.html
120,Skinhead Nation,"Rp.55,200 ","
          Skinhead Nation dalam banyak hal merupakan pelengkap Spirit of '69. Buku ini lebih berkonsentrasi pada orang-orang yang terlibat dalam kultus tersebut, dibandingkan peristiwa-peristiwa dan musik yang mewarnai sejarahnya. Buku ini diharapkan akan dapat menampilkan skinhead sebagai semacam kumpulan orang-orang sebagaimana adanya, dan merayakan kultus skinhead di berbagai belahan dunia pada pertengahan 1990-an. Seperti Spirit of '69, buku ini belum menjadi panduan lengkap tentang falsafah hidup skinhead. Jika seseorang membaca buku ini kemudian mendapatkan pemahaman yang lebih baik tentang kultus skinhead, maka buku ini akan cukup berharga.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '241 Halaman', 'Dimensi': '13 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Immortal Publishing', 'Berat': '300 gram', 'Product Tags': ' \nImmortal Publishing\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide21-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/skinhead-nation.html
121,Memahami Diri Sendiri,"Rp.42,400 ","
          Buku ini mengajak kita untuk mendekat kepada diri sendiri dan mengenalinya lebih dalam. Kita pun dapat mengetahui apa-apa yang telah membentuk kita hingga menjadi kita yang sekarang. Dengan begitu, kita bisa berbangga dan menggali segala potensi yang bisa jadi terpendam dalam diri kita.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '204 Halaman', 'Dimensi': '14 x 20.5 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Berat': '300 gram', 'Product Tags': ' \nChecklist\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide22-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/memahami-diri-sendiri.html
122,Rahasia Bersikap Tenang Dlm Kondisi Apapun,"Rp.34,400 ","
          Bersikap tenang dalam mengahadapi masalah akan berdampak baik pada kehidupan Anda. Karena itulah buku ini dikemas, mengupas tuntas 7 kunci bersikap tenang ketika menghadapi kondisi apa pun. Harapannya, buku ini dapat membantu Anda mengembangkan diri.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '122 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Syalmahat Publishing', 'Berat': '250 gram', 'Product Tags': ' \nSyalmahat Publishing\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide26-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/rahasia-bersikap-tenang-dlm-kondisi-apapun.html
123,Discipline Like Japanese,"Rp.55,200 ","
          Jepang dan disiplin merupakan rangkaian yang tak terpisahkan. Berkaca dari Jepang, disiplin merupakan kekuatan dahsyat yang mampu membawa kesuksesan dan keberhasilan. Disiplin menjadi aset penting untuk memastikan tujuan kita tercapai. Buku ini mengupas tuntas perihal kedisiplinan, sehingga kita bisa tahu orang Jepang mengaplikasikan kedisiplinan dalam hidup mereka sehari-hari. Simak juga tips ala orang Jepang tentang bagaimana memiliki disiplin diri yang mumpuni. Selamat membaca!        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '292 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Caesar Media Pustaka', 'Berat': '350 gram', 'Product Tags': ' \nCaesar Media Pustaka\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide28-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/discipline-like-japanese.html
124,Menerima & Menyiasati Kegagalan,"Rp.40,000 ","
          Buku ini hadir sebagai solusi bagi kita agar bisa menerima kegagalan, memaknai kegagalan yang sesungguhnya, serta memanfaatkan kegagalan sebagai batu loncatan kita dalam menggapai apa yang kita inginkan. Tak hanya itu, buku ini juga mengajarkan kita bagaimana cara menjalani kehidupan dan memberikan kita motivasi untuk bangkit meski jatuh berkali-kali.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '196 Halaman', 'Dimensi': '14 x 20.5 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Checklist', 'Berat': '300 gram', 'Product Tags': ' \nChecklist\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide30-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/menerima-dan-menyiasati-kegagalan.html
125,Control Your Emotion,"Rp.54,400 ","
          Buku ini mengupas secara runut apa dan bagaimana cara kita mengelola dan mengendalikan emosi. Dibawakan dengan bahasa yang lugas dan mudah, Anda akan dipandu untuk mengenali berbagai emosi dasar semua yang dimiliki manusia. Selanjutnya, dipaparkan pula ulasan tuntas terkait tips-tips menundukkan beragam emosi yang sering kali tak terkendai. Selamat membaca!        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '268 Halaman', 'Dimensi': '14 x 20 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Caesar Media Pustaka', 'Berat': '300 gram', 'Product Tags': ' \nCaesar Media Pustaks\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide34-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/control-your-emotion.html
126,Seni Menaklukkan Lawan Bicara,"Rp.42,400 ","
          Buku ini menyajikan panduan komunikasi secara umum, tetapi juga cara dan contoh praktisnya dalam kehidupan sehari-hari. Ada sejumlah tips berbicara dalam segala situasi, seperti saat wawancara kerja, menjual barang atau jasa, memimpin rapat, berpidato, membuat presentasi dan meminta kenaikan gaji.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyunting', 'Ketebalan': '208 Halaman', 'Dimensi': '14 x 20.5 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Penerbit': 'Andaliman Books', 'Berat': '300 gram', 'Product Tags': ' \nAndaliman Books\n\n'}",https://www.solusibuku.com/image/c/data/produk/2019/smm/des/Slide35-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/seni-menaklukkan-lawan-bicara.html
127,Mengapa Pria Hanya Bisa Mengerjakan Satu Hal Dalam Satu,"Rp.22,500 ","
          Pria dan wanita terlahir berbeda. Bukan lebih baik atau lebih buruk—hanya berbeda. Hasil penelitian ilmiah pun menunjukkan hal yang sama. Hanya dengan memahami perbedaan di antara pria dan wanita barulah kita bisa mulai benar-benar mengembangkan kelebihan kolektif kita, ketimbang memperbesar kelemahan kita masing-masing.

Buku ini membantu kita untuk memahami lawan jenis, sekaligus memahami diri kita sendiri. Semua ini bertujuan membuat kita dan pasangan bisa menjalani hidup yang lebih bahagia, sehat, dan harmonis        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Out of Stock', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide004-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/mengapa-pria-hanya-bisa-mengerjakan-satu-hal-dalam-satu.html
128,Pemulihan Jiwa 5  Bonus Cd Audio    Ganti Cover,"Rp.34,000 ","
          Hidupku dan masa depanku amatlah berharga dan penting. Aku letakkan semua pikiran dan perasaan yang tak penting, yang jelas-jelas tidak bermanfaat. Aku letakkan dengan ikhlas agar ringan langkahku, agar lega jiwaku. Inilah diriku yang sesungguhnya. Diri yang tenang dan bahagia. Meletakkan dan meninggalkan “beban” yang tak perlu adalah wujud paling nyata rasa sayangku pada diri yang kucintai ini.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide005-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/pemulihan-jiwa-5-bonus-cd-audio-ganti-cover.html
129,Moslem Traveler  Korea Selatan,"Rp.31,400 ","
          Bagi Anda kaum muslim, traveling ke negara yang berpenduduk minoritas muslim jangan menjadi penghalang bagi Anda. Meskipun Korea Selatan merupakan negara dengan penduduk muslim yang jumlahnya sangat sedikit sehingga kebutuhan umat muslim seperti makanan halal dan tempat ibadah belum menjadi prioritas utama, buku ini akan memberikan jalan keluarnya. Lengkap serta detail dengan informasi mengenai masjid dan musala (prayer room) yang ada di Korea Selatan, makanan dan minuman khas Korea Selatan yang aman bagi moslem travelers, dan informasi restoran halal yang bertebaran, hingga persiapan-persiapan penting yang dibutuhkan.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide006-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/moslem-traveler-korea-selatan.html
130,Mama  Satu Kata Sejuta Rasa,"Rp.29,400 ","
          Menjadi ibu bukanlah hal yang mudah, apalagi menjadi ibu baru. Ia baru menikah, baru memiliki buah hati, baru merasakan tinggal di rumah sendiri, dan masih banyak hal baru lainnya. Masalah seorang ibu bukan hanya satu tapi banyak. Mulai dari kegelisahan mengurus buah hati, membagi waktu antara anak, suami, dan diri sendiri, sampai masalah mertua. Semua itu terangkum dalam buku ini. Mengupas kisah para ibu baru yang memiliki buah hati dan segudang masalah lainnya. Termasuk karier yang harus dia tinggalkan sampai kebosanan karena aktivitas yang itu-itu saja di rumah. Yuk, simak kisahnya.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide008-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/mama-satu-kata-sejuta-rasa.html
131,What Is Next ,"Rp.21,900 ","
          Apa kesuksesan menurut Anda?
Menurut beberapa orang yang berorientasi jauh ke depan (akhirat) adalah mulia di dunia dan mendapati janji Allah Swt., di akhirat yaitu surga. Bagi mereka, tak ada sukses selain itu. Sehingga, mereka terbentuk seperti apa yang menjadi tujuan kehidupan mereka.
Mereka senantiasa menjaga hubungan dengan Allah Swt. Di kala kebanyakan orang terlelap, mereka sibuk mengusap air mata yang membasahi pipi dan wajah mereka. Hanya untuk mendapati kesuksesan sesungguhnya mereka rela menyibukkan diri pada kebiasaan-kebiasaan yang kebanyakan orang enggan melakukannya.
Lalu bagaimana dengan Anda?        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide013-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/what-is-next.html
132,Tiba Tiba Jadi Bos  Tenang  Ini Yang Harus Anda Lakukan,"Rp.26,900 ","
          ""Bayangkan sekarang, tiba-tiba pintu di hadapan Anda terbuka lebar, kemudian Anda dipersilakan masuk menaiki tangga demi tangga menuju puncak karier. Apakah Anda pernah membayangkan diri Anda sebagai salah satu pimpinan atau bos di perusahaan atau di sebuah instansi? Apakah Anda siap, jika impian itu benar-benar terwujud?

Buku ini memberikan panduan dan strategi untuk mengubah dan membangun pola pikir dari seorang staf biasa menjadi seorang bos. Mulai dari cara melakukan transformasi diri, menemukan karakter pribadi, membangun paradigma, hingga membangun sebuah kerja tim yang solid, membangun relationship serta menciptakan komunikasi yang smart dengan rekan sekerja maupun atasan.""        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide015-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/tibatiba-jadi-bos-tenang-ini-yang-harus-anda-lakukan.html
133,6 Langkah Menuju Berkah,"Rp.27,400 ","
          Impian dan cita-cita adalah suatu keniscayaan. Setiap orang pasti mempunyai impian dan cita-cita dalam hidupnya. Akan tetapi impian tinggal impian, cita-cita melayang begitu saja. Ia menguap bagai asap tertiup angin, hilang tanpa bekas. Yang ada hanyalah angan-angan yang tak berwujud di dunia nyata. Kenapa semua ini bisa terjadi? Ayah dari Frank Slazak, seorang calon astronot 51-L pesawat ulang-alik Challenger, yang gagal memasuki tahap akhir test, pernah mengatakan, “Semua terjadi karena suatu alasan.” Ya, alasan yang sebenarnya kita pasti tahu penyebabnya. Niat yang kabur, ilmu yang luntur, analisa yang tak terstruktur, eksekusi ngawur, dan target yang amburadul.

Dalam buku ini, saya mengajak pembaca untuk membuat fondasi yang kuat dengan memahami potensi diri serta eksekusi yang nyata. Dengan sebuah metode yang simpel dan rumus yang sederhana, memakai 6 huruf, N + I + K + M + A + T. Kata NIKMAT ini membuat saya tertarik untuk membahasnya, karena di sana ada sebuah proses usaha dan tangga yang harus dilalui untuk menuju kepada sebuah mimpi atau cita-cita. Saya ingin share pemikiran, bagaimana proses dari sebuah ke-NIKMAT-an itu kita jalani dari proses awal sampai dengan hasil yang bisa kita rasakan manfaatnya.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide016-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/6-langkah-menuju-berkah.html
134,The Third Wave Visi Masa Depan Dari Seorang Entrepreneur,"Rp.41,400 ","
          “Di The Third Wave, Steve Case meramu peta perjalanan yang menarik untuk menuju masa depan—peta yang bisa membantu kita memahami perubahan teknologi yang mengubah ekonomi kita dan dunia. Bacaan yang menarik.”
—Sheryl Sandberg, COO, Facebook, dan pendiri LeanIn.org

“Saya sudah menunggu-nunggu untuk membaca kisah Steve, dan saya tidak kecewa. Karier bisnisnya serupa dengan Horatio Alger dan mengandung pesan yang penting bagi semua entrepreneur.”
—Warren Buffett, CEO, Berkshire Hathaway

“Dengan kejelasan dan antusiasme, Steve memberikan manifesto bagi masa depan ino - vasi dan kewirausahaan. Buku yang ditulis oleh pemimpin visioner ini harus dibaca oleh para entrepreneur, pimpinan korporat, dan siapa pun yang ingin sukses di Gelombang Ketiga.”
—Jeff Immelt, Direktur dan CEO, GE

“The Third Wave adalah bacaan yang penting bagi setiap pimpinan bisnis dan pemerin - tahan, serta bagi siapa pun yang berusaha memahami dunia kita yang berubah dengan pesat. Saya sudah bekerja sama dengan Steve selama dua dekade, dan saya selalu terkesan dengan kecerdasannya dan tertarik dengan sudut pandangnya. Anda juga akan begitu jika membaca buku ini.”
—Jenderal Colin Powell, mantan Menteri Luar Negeri AS (dan mantan anggota direksi AOL)        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku motivasi\n gramedia\nbuku bisnis\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide017-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/the-third-wave-visi-masa-depan-dari-seorang-entrepreneur.html
135,Penyusunan Laporan Keuangan Dengan Myob V19,"Rp.25,500 ","
          Akuntansi adalah seni pencatatan, penggolongan, dan pelaporan keuangan yang disajikan dalam bentuk laporan keuangan (laporan laba rugi, laporan perubahan ekuitas, neraca, laporan arus kas, dan catatan atas laporan keuangan) yang berfungsi untuk pengambilan keputusan bagi para pemakai laporan keuangan. Sistem pencatatan yang dilakukan adalah dengan menggunakan double entry system (sistem tata buku ganda).


Buku Penyusunan Laporan Keuangan dengan MYOB V19 ini menyajikan langkah-langkah praktis menggunakan software MYOB Accounting versi 19. Dilengkapi dengan demo software MYOB Accounting V19 yang dapat dimanfaatkan untuk berlatih secara autodidak.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku novel\n gramedia\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide048-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/penyusunan-laporan-keuangan-dengan-myob-v19.html
136,Mapan,"Rp.27,400 ","
          “Renyah dan asyik, begitulah kesan saya ketika membaca buku ini. Bagi Anda yang ingin mapan, penulis seolah menunutun langkah demi langkah bagaimana mencapai kemapanan, kebahagiaan dan kebebasan finansial. Tentu saja setiap orang punya pengalaman dan cara untuk mencapai tahapan itu, saudara Nofie Iman, mencoba memberikan wawasan dan langkah alternatif. Latar belakang pendidikan dan pengalamannya, memberikan perspektif luas dan tentu saja bacaan ini sangat bermanfaat. Selamat membaca.”
- Sandiaga Uno, pengusaha

“Gaya bertutur Nofie Iman ini menggiring pembaca unutk memahami konsep kemapanan yang mudah dicerna, mendukung pembaca untuk merumuskan sendiri kemapanan yang sesuai dengan dirinya.”
-Ahmad Zaky, Founder dan CEO Bukalapak

“Setiap orang ingin memiliki kehidupan yang mapan. Tapi mapan yang seperti apa, harus Anda pahami dahulu. Buku ini sangat memberikan pembelajaran tentang kemapanan dan perencanaan keuangan. Dengan gaya penulisan yang bercerita, Nofie Iman membuat pembacanya tidak merasa didikte, tapi mampu menyerap pembelajarannya dengan maksimal. Bagi Anda yang berusia 25-40 tahun, sudah seharusnya mempersiapkan kehidupan yang mapan demu kebaikan di masa depan, salah satunya melalui belajar dari buku ini. Baca buku ini, perjuangkan mimpi Anda, dan berkaryalah untuk negara kita tercinta. Indonesia, Pasti Bisa!”        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Out of Stock', 'Berat': '500 gram', 'Product Tags': ' \n buku novel\n gramedia\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide049-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/mapan.html
137,66 Hari Bersama Soeharto Dari Perspektif Kepemimpinan,"Rp.22,400 ","
          Saya tidak perlu malu mengagumi Pak Harto. Dialah sang manajer sejati. He is number one. Budaya Jawa yang diusung Pak Harto, Hasto Broto khususnya, luar biasa bermanfaat dalam mengelola Indonesia. Meskipun begitu, Pak Harto mempunyai kelemahan. Kelemahannya adalah system behind him sebagai orang Jawa. Di balik sistem itu ketika seseorang telah berhasil, dia menganggap Republik adalah miliknya. Anak-anak dan lingkarannya boleh saja mengambil peluang lebih dari yang lain. Cara pandang seperti itu, menurut saya tidak benar. Banyak orang mengatakan kalau sudah menyangkut anak-anaknya, selalu nggak boleh ada yang melawan. Namun, kok saya melawan? Dan, Pak Harto tak apa-apa kok! Jadi saya heran, apakah karena sudah krisis atau memang dahulu tidak ada yang melawan.

Meskipun hanya 66 hari saya bersama Pak Harto, saya dapat merekam sisi kepemimpinan beliau sampai detik-detik lengser Keprabonnya. Sampai kini kemelut 1998 masih menjadi misteri yang sebagian bisa diungkap dan sebagian lagi masih terselubung dalam tataran praduga. Saya yakin Pak Harto telah berlapang dada dan bebas dari dendam. Ini terbukti dari tulisan di pintu gerbang pemakamannya di Astana Giri Bangun yang mengutip dari syair tembang Pucung yang berbunyi: Trimo Yen Ketaman Sirik Sameng Dumadi. Lilo Kelangan Ra Gegetan. Tri Legowo Ing Bathoro. (Berlapang dada dan membebaskan diri dari rasa dendam atas kesyirikan dan caci maki orang lain. Ikhlas kehilangan tanpa rasa menyesal. Membangun kebersihan hati untuk senantiasa berpasrah diri kepada Allah Swt.)

Filosofi yang lazim berkembang di masyarakat Jawa ini dapat diartikan sebagai bentuk jawaban Pak Harto atas perlakuan kurang baik dari sebagian kalangan menjelang krisis politik pada tahun 1998. Ia menyikapinya dengan rasa tanpa dendam dan tanpa rasa penyesalan atas semua kebijakan dalam masa kepemimpinannya, karena menyakini apa yang diputuskan didasarkan atas pertimbangan yang tepat, dan beliau menyerahkan semuanya pada keadilan Ilahi.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku novel\n gramedia\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide050-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/66-hari-bersama-soeharto-dari-perspektif-kepemimpinan.html
138,Innovation Killer,"Rp.26,900 ","
          Inovasi sangat penting bagi kesuksesan sebuah organisasi. Namun seringkali, ?Pemikiran Kelompok? dan ?Pemikiran para Ahli? melumpuhkan gagasan-gagas an baru. Buku ini membawa gagasan untuk menggunakan pihak luar yang bukan bagian permanen dari suatu grup atau terikat oleh pemikiran yang sudah ada?untuk mendorong inovasi. Pihak luar ini bisa jadi karyawan dari bagian lain peru sahaan, konsultan, atau bahkan orang yang ?dipinjam? dari perusahaan lain yang bukan per usahaan saingan.

?The Innovation Killer menantang pembaca untuk melihat kekuatan pe mi kir an para non-ahli sebagai katalis untuk inovasi. Pendekatan cerdas Cindy Rabe untuk memutuskan ?pemikiran kelompok? yang menghambat kreativitas dan solusi inova tif mudah diterapkan dan sangat menarik. Cerdas, menyenangkan, dan secara mengejutkan, mudah dilakukan?buku yang hebat bagi pemimpin mana pun yang kesulitan menggerakan tim atau proyek untuk mencapai hasil yang lebih tinggi.?
Nancy Hickey, Senior Vice President, Chief Administrative Officer, Steelcase, Inc.

uku ini dengan tepat mengingatkan bahwa seringkali pihak luarlah yang mendorong inovasi dan perubahan. Gagasan-gagasan radikal biasanya dimulai dari otak orang yang tidak konvensional, yang diasingkan, dan yang eksentrik jauh sebelum akhirnya gagasan tersebut diterima oleh masyarakat umum. Siapa pun yang memiliki keberanian dan pemikiran ke depan un tuk mengundang orang-orang ini ke dalam organisasi mereka tidak akan mengalami kegagalan atau penyesalan.
Richard Watson, CEO, Global Innovation Network, dan Penulis Kolom Inovasi Fast Company

Inovasi untuk kita semua. Rabe menjelaskan cara untuk membuat terobosan baru dalam istilah-istilah yang sederhana dan manusiawi.
Bob Marchant, President/CEO, Modo, Inc.

Bagi mereka yang tertarik dengan inovasi, buku ini adalah bacaan penting karena buku ini menjelaskan hal yang tidak ada di buku lain, kecenderungan alamiah perusahaan untuk membunuh ide-ide yang baru dan berbeda, dan memberikan panduan untuk mengatasinya.
Peter Lawrence, Chairman, Corporate Design Foundation

Cindy Rabe dengan gamblang menjelaskan bahan-bahan dasar yang sulit dipahami untuk inovasi, suatu aset yang berharga bagi bisnis dan masyarakat. Ia menggabungkan penemuan akademik, penelitian kasus, kebijaksanaan, dan kecerdasan menjadi suatu bacaan yang membantu dan menyegarkan. Buku ini akan menjadi katalis yang kuat jika para pemimpin perusahaan siap untuk menemukan dan merangkul inovasi.
Ron D. Arp, Senior Vice President, Corporate Communications, Nautilus, Inc.        ","{'Kategori': 'Pengembangan Diri', 'Penyunting': 'Tim Penyusun', 'Ketebalan': ' ', 'Dimensi': '16 x 19 cm', 'Bahasa': 'Bahasa Indonesia', 'Stock': 'Tersedia', 'Berat': '500 gram', 'Product Tags': ' \n buku novel\n gramedia\nnovel\n\n'}",https://www.solusibuku.com/image/c/data/produk/obral/Slide051-cr-500x500.jpeg,https://www.solusibuku.com/pengembangan-diri/innovation-killer.html
